comportamento_clean,comportamento_canonico,canonical_behavior_id,comportamento_famiglia_originale,comportamento_famiglia,comportamento_famiglia_v2,comportamento_sottofamiglia_v2,meccanismo_rischio_v2,presidio_v2,severity_rank_v2,taxonomy_source,taxonomy_confidence,comportamento_tipo,row_count_kept,raw_variants_count,raw_variants,canonical_cluster_size,canonical_row_count_total,old_family_conflict,old_families_cluster,merge_source,merge_confidence,merge_note,review_flag
"Il carrello è parcheggiato nelle apposite aree, con forche abbassate, freno a mano tirato e senza chiave inserita","Il carrello è parcheggiato nelle apposite aree, con forche abbassate, freno a mano tirato e senza chiave inserita",BEH_IL_CARRELLO_E_PARCHEGGIATO_NELLE_APPOSITE_AREE_CON_FORCHE__19BC38,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Parcheggio / posizionamento mezzi e contenitori,Ostruzione passaggi / inciampo / interferenza,Stoccaggio e posizionamento fuori passaggio,3,rule_v2,high,behavior,261,1,"Il carrello è parcheggiato nelle apposite aree, con forche abbassate, freno a mano tirato e senza chiave inserita",1,261,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
Il materiale è stoccato negli spazi delimitati,Il materiale è stoccato negli spazi delimitati,BEH_IL_MATERIALE_E_STOCCATO_NEGLI_SPAZI_DELIMITATI_A9DB35,Stoccaggio / Materiali,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,261,1,Il materiale è stoccato negli spazi delimitati,1,261,no,Stoccaggio / Materiali,self,self,Nessun alias identificato.,
Ruota e ribalta lo stampo mantenendo sempre un lato o uno spigolo appoggiato al piano (quando usa il paranco/sollevatore),Ruota e ribalta lo stampo mantenendo sempre un lato o uno spigolo appoggiato al piano (quando usa il paranco/sollevatore),BEH_RUOTA_E_RIBALTA_LO_STAMPO_MANTENENDO_SEMPRE_UN_LATO_O_UNO__EDFFB4,Movimentazione Manuale / Ergonomia,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,260,1,Ruota e ribalta lo stampo mantenendo sempre un lato o uno spigolo appoggiato al piano (quando usa il paranco/sollevatore),1,260,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Chiude la porta del forno di asciugatura colore,Chiude la porta del forno di asciugatura colore,BEH_CHIUDE_LA_PORTA_DEL_FORNO_DI_ASCIUGATURA_COLORE_73E64F,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Forni / essiccatori / parti calde,Ustione / schiacciamento / rilascio energia,Uso corretto macchina e chiusure,1,rule_v2,high,behavior,258,1,Chiude la porta del forno di asciugatura colore,1,258,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
L'area di lavoro in manutenzione è delimitata e segnalata,L'area di lavoro in manutenzione è delimitata e segnalata,BEH_L_AREA_DI_LAVORO_IN_MANUTENZIONE_E_DELIMITATA_E_SEGNALATA_BDCEBC,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Manutenzione / area delimitata,Interferenza con lavori manutentivi,"Delimitazione, segnalazione e distanza di sicurezza",2,rule_v2,high,behavior,257,1,L'area di lavoro in manutenzione è delimitata e segnalata,1,257,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
Durante l'attrezzaggio della pressa: 1) Mette in abbassamento la temperatura della centralina prima di spegnerla 2) Attende che la temperatura del liquido scenda a 40° 3) Spegne la centralina 4) Chiude i rubinetti 5) Indossa i guanti,Durante l'attrezzaggio della pressa: 1) Mette in abbassamento la temperatura della centralina prima di spegnerla 2) Attende che la temperatura del liquido scenda a 40° 3) Spegne la centralina 4) Chiude i rubinetti 5) Indossa i guanti,BEH_DURANTE_L_ATTREZZAGGIO_DELLA_PRESSA_1_METTE_IN_ABBASSAMENT_259E83,DPI mani / protezioni,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,DPI mani / guanti,Taglio / abrasione / schiacciamento mani,Uso corretto guanti,2,rule_v2,high,behavior,256,1,Durante l'attrezzaggio della pressa: 1) Mette in abbassamento la temperatura della centralina prima di spegnerla 2) Attende che la temperatura del liquido scenda a 40° 3) Spegne la centralina 4) Chiude i rubinetti 5) Indossa i guanti,1,256,no,DPI mani / protezioni,self,self,Nessun alias identificato.,
Sale/scende le scale con più di 4 gradini con almeno una mano sul corrimano,Sale/scende le scale con più di 4 gradini con almeno una mano sul corrimano,BEH_SALE_SCENDE_LE_SCALE_CON_PIU_DI_4_GRADINI_CON_ALMENO_UNA_M_E0E775,Lavori Speciali / Accessi,Accessi / Scale / Lavori in quota,Accessi / Scale / Lavori in quota,Scale / corrimano,Caduta dall’alto / caduta su scale,Uso corrimano e salita/discesa corretta,1,rule_v2,high,behavior,255,1,Sale/scende le scale con più di 4 gradini con almeno una mano sul corrimano,1,255,no,Lavori Speciali / Accessi,self,self,Nessun alias identificato.,
L'attrezzista allontana l'operatore durante l'uso del carroponte,L'attrezzista allontana l'operatore durante l'uso del carroponte,BEH_L_ATTREZZISTA_ALLONTANA_L_OPERATORE_DURANTE_L_USO_DEL_CARR_277F3D,Macchine / Sicurezze / Attrezzaggio,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,253,1,L'attrezzista allontana l'operatore durante l'uso del carroponte,1,253,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
Movimenta i carichi con entrambe le mani,Movimenta i carichi con entrambe le mani,BEH_MOVIMENTA_I_CARICHI_CON_ENTRAMBE_LE_MANI_FBA760,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Sollevamento / trasporto manuale carichi,Sovraccarico muscolo-scheletrico / strappo,Tecnica di sollevamento e ausili,3,rule_v2,high,behavior,253,1,Movimenta i carichi con entrambe le mani,1,253,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Posiziona la sedia davanti alla postazione quando quella accanto è vuota,Posiziona la sedia davanti alla postazione quando quella accanto è vuota,BEH_POSIZIONA_LA_SEDIA_DAVANTI_ALLA_POSTAZIONE_QUANDO_QUELLA_A_1C181E,Movimentazione Manuale / Ergonomia,Ergonomia / Movimentazione manuale,Ergonomia / Movimentazione manuale,Postura da seduto / postazione,Sovraccarico muscolo-scheletrico,Postura corretta e assetto postazione,3,rule_v2,high,behavior,253,1,Posiziona la sedia davanti alla postazione quando quella accanto è vuota,1,253,no,Movimentazione Manuale / Ergonomia,self,self,Nessun alias identificato.,
Le griglie di aspirazione delle ruote manuali sono libere da oggetti/materiali,Le griglie di aspirazione delle ruote manuali sono libere da oggetti/materiali,BEH_LE_GRIGLIE_DI_ASPIRAZIONE_DELLE_RUOTE_MANUALI_SONO_LIBERE__8188F8,Stoccaggio / Materiali,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Aspirazione / cappe / ventilazione,Inalazione polveri / vapori / aerosol,"Aspirazione accesa, vicina e funzionante",1,rule_v2,high,behavior,250,1,Le griglie di aspirazione delle ruote manuali sono libere da oggetti/materiali,1,250,no,Stoccaggio / Materiali,self,self,Nessun alias identificato.,
Rimuove i fermi gialli a ruote bloccate (quando movimenta lo stampo con il carrellino),Rimuove i fermi gialli a ruote bloccate (quando movimenta lo stampo con il carrellino),BEH_RIMUOVE_I_FERMI_GIALLI_A_RUOTE_BLOCCATE_E46FFA,Carrelli / Transpallet / Mezzi,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,250,1,Rimuove i fermi gialli a ruote bloccate (quando movimenta lo stampo con il carrellino),1,250,no,Carrelli / Transpallet / Mezzi,self,self,Nessun alias identificato.,
"I pallet hanno un'altezza massima di 1,70 metri (pallet compreso)","I pallet hanno un'altezza massima di 1,70 metri (pallet compreso)",BEH_I_PALLET_HANNO_UN_ALTEZZA_MASSIMA_DI_1_70_METRI_A635D7,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Materiali / scaffali / bancali,Caduta materiale / ingombro / urto,Stoccaggio e layout sicuro,3,rule_v2,high,behavior,249,1,"I pallet hanno un'altezza massima di 1,70 metri (pallet compreso)",1,249,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Indossa braccialetto antistatico,Indossa braccialetto antistatico,BEH_INDOSSA_BRACCIALETTO_ANTISTATICO_898724,DPI / Abbigliamento,DPI / Abbigliamento / Protezione personale,DPI / Abbigliamento / Protezione personale,Abbigliamento / protezione personale,Esposizione personale non protetta,Uso DPI/abbigliamento idoneo,2,old_family_fallback_v2,medium,behavior,246,1,Indossa braccialetto antistatico,1,246,no,DPI / Abbigliamento,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Lavora con le scatole di polistirolo impilate in modo stabile e ordinato,Lavora con le scatole di polistirolo impilate in modo stabile e ordinato,BEH_LAVORA_CON_LE_SCATOLE_DI_POLISTIROLO_IMPILATE_IN_MODO_STAB_2F2395,Spostamenti / Trasporto / Stoccaggio,Stoccaggio / Materiali / Layout,Stoccaggio / Materiali / Layout,Impilamento / stabilità / perimetro,Caduta materiale / urto / schiacciamento,Stoccaggio stabile e entro perimetro,2,rule_v2,high,behavior,243,1,Lavora con le scatole di polistirolo impilate in modo stabile e ordinato,1,243,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Tiene il pedale premuto a fine ciclo se deve proseguire con la lavorazione,Tiene il pedale premuto a fine ciclo se deve proseguire con la lavorazione,BEH_TIENE_IL_PEDALE_PREMUTO_A_FINE_CICLO_SE_DEVE_PROSEGUIRE_CO_86B25C,Utensili / Taglio / Aria Compressa,Attrezzature / Utensili / Dispositivi di presa,Attrezzature / Utensili / Dispositivi di presa,Utensili manuali / taglio / aria compressa,Taglio / puntura / proiezione,Uso corretto attrezzatura,2,old_family_fallback_v2,medium,behavior,243,1,Tiene il pedale premuto a fine ciclo se deve proseguire con la lavorazione,1,243,no,Utensili / Taglio / Aria Compressa,self,self,Nessun alias identificato.,taxonomy_medium_confidence
L'area di lavoro è sgombra da persone,L'area di lavoro è sgombra da persone,BEH_L_AREA_DI_LAVORO_E_SGOMBRA_DA_PERSONE_56B9D1,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,242,1,L'area di lavoro è sgombra da persone,1,242,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
Avvicina l'utensile alla porta del cambio,Avvicina l'utensile alla porta del cambio,BEH_AVVICINA_L_UTENSILE_ALLA_PORTA_DEL_CAMBIO_0E2A9A,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,241,1,Avvicina l'utensile alla porta del cambio,1,241,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
Lavora con ripiani e sommità della macchina liberi da oggetti,Lavora con ripiani e sommità della macchina liberi da oggetti,BEH_LAVORA_CON_RIPIANI_E_SOMMITA_DELLA_MACCHINA_LIBERI_DA_OGGE_B067E8,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,rule_v2,high,behavior,240,1,Lavora con ripiani e sommità della macchina liberi da oggetti,1,240,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,
L'area di lavoro è sgombra da persone durante la movimentazione con transpallet,L'area di lavoro è sgombra da persone durante la movimentazione con transpallet,BEH_L_AREA_DI_LAVORO_E_SGOMBRA_DA_PERSONE_DURANTE_LA_MOVIMENTA_E3C160,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,238,1,L'area di lavoro è sgombra da persone durante la movimentazione con transpallet,1,238,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
Trasporta le gabbie vuote a mano,Trasporta le gabbie vuote a mano,BEH_TRASPORTA_LE_GABBIE_VUOTE_A_MANO_31723C,Spostamenti / Trasporto / Stoccaggio,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,rule_v2,high,behavior,236,1,Trasporta le gabbie vuote a mano,1,236,no,Spostamenti / Trasporto / Stoccaggio,self,self,Nessun alias identificato.,
Lavora con la tavola di rotazione e l'area oltre le fotocellule libere da oggetti,Lavora con la tavola di rotazione e l'area oltre le fotocellule libere da oggetti,BEH_LAVORA_CON_LA_TAVOLA_DI_ROTAZIONE_E_L_AREA_OLTRE_LE_FOTOCE_E72D4A,Macchine / Sicurezze / Attrezzaggio,Macchine / Organi mobili / Protezioni,Macchine / Organi mobili / Protezioni,Macchine / attrezzaggio / processo sicuro,Contatto con macchina / energia residua / urto,Modalità operativa sicura su macchina,1,old_family_fallback_v2,medium,behavior,228,1,Lavora con la tavola di rotazione e l'area oltre le fotocellule libere da oggetti,1,228,no,Macchine / Sicurezze / Attrezzaggio,self,self,Nessun alias identificato.,taxonomy_medium_confidence
L'operatore è a più di un metro dal manutentore che lavora,L'operatore è a più di un metro dal manutentore che lavora,BEH_L_OPERATORE_E_A_PIU_DI_UN_METRO_DAL_MANUTENTORE_CHE_LAVORA_1748A4,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,227,1,L'operatore è a più di un metro dal manutentore che lavora,1,227,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
"Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali","Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali",BEH_NELLA_FASE_DI_SCARICO_EFFETTUA_LE_MANOVRE_DI_RIBALTAMENTO__E61263,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,163,1,"Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali",2,227,no,Interferenze / Coordinamento,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
"Umido: Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali","Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali",BEH_NELLA_FASE_DI_SCARICO_EFFETTUA_LE_MANOVRE_DI_RIBALTAMENTO__E61263,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenza persone-attività/mezzi,Investimento / urto / accesso non controllato,Separazione aree e distanza di sicurezza,2,rule_v2,high,behavior,64,1,"Umido: Nella fase di scarico, effettua le manovre di ribaltamento in area sgombra da persone e/o materiali",2,227,no,Interferenze / Coordinamento,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",
Prepara vernici/smalti/colla sotto cappa,Prepara vernici/smalti/colla sotto cappa,BEH_PREPARA_VERNICI_SMALTI_COLLA_SOTTO_CAPPA_2CD303,Chimici / Aspirazione / Lavaggi,Chimici / Aspirazione / Sostanze pericolose,Chimici / Aspirazione / Sostanze pericolose,Aspirazione / cappe / ventilazione,Inalazione polveri / vapori / aerosol,"Aspirazione accesa, vicina e funzionante",1,rule_v2,high,behavior,226,1,Prepara vernici/smalti/colla sotto cappa,1,226,no,Chimici / Aspirazione / Lavaggi,self,self,Nessun alias identificato.,
Tiene il bidone/latta in posizione laterale mentre ne versa il contenuto,Tiene il bidone/latta in posizione laterale mentre ne versa il contenuto,BEH_TIENE_IL_BIDONE_LATTA_IN_POSIZIONE_LATERALE_MENTRE_NE_VERS_640D33,Ordine / Pulizia / 5S,Ordine / Pulizia / Housekeeping,Ordine / Pulizia / Housekeeping,Rifiuti / trucioli / sfridi / contenitori,Inciampo / taglio / contaminazione area,Raccolta e contenimento rifiuti/sfridi,3,rule_v2,high,behavior,226,1,Tiene il bidone/latta in posizione laterale mentre ne versa il contenuto,1,226,no,Ordine / Pulizia / 5S,self,self,Nessun alias identificato.,
"In assenza del manutentore, la macchina è dotata di cartello “macchina in manutenzione”","In assenza del manutentore, la macchina è dotata di cartello “macchina in manutenzione”",BEH_IN_ASSENZA_DEL_MANUTENTORE_LA_MACCHINA_E_DOTATA_DI_CARTELL_D93AAF,Interferenze / Coordinamento,Interferenze / Coordinamento,Interferenze / Coordinamento,Manutenzione / area delimitata,Interferenza con lavori manutentivi,"Delimitazione, segnalazione e distanza di sicurezza",2,rule_v2,high,behavior,224,1,"In assenza del manutentore, la macchina è dotata di cartello “macchina in manutenzione”",1,224,no,Interferenze / Coordinamento,self,self,Nessun alias identificato.,
"Nella fase di scarico, scava nel buratto","Nella fase di scarico, scava nel buratto",BEH_NELLA_FASE_DI_SCARICO_SCAVA_NEL_BURATTO_8B3468,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,old_family_fallback_v2,medium,behavior,166,1,"Nella fase di scarico, scava nel buratto",2,222,no,Carrelli / Transpallet / Mezzi,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",taxonomy_medium_confidence
"Umido: Nella fase di scarico, scava nel buratto","Nella fase di scarico, scava nel buratto",BEH_NELLA_FASE_DI_SCARICO_SCAVA_NEL_BURATTO_8B3468,Carrelli / Transpallet / Mezzi,Mezzi / Carrelli / Transpallet / Viabilità,Mezzi / Carrelli / Transpallet / Viabilità,Uso carrelli/transpallet/gabbie,Urto / investimento / perdita controllo mezzo,Uso e manovra sicura mezzi manuali,2,old_family_fallback_v2,medium,behavior,56,1,"Umido: Nella fase di scarico, scava nel buratto",2,222,no,Carrelli / Transpallet / Mezzi,normalized_exact,high,"Accorpamento per normalizzazione di punteggiatura, parentesi, slash, accenti o suffissi reparto.",taxonomy_medium_confidence
